Start	Ende	Type	Property	Counter:long
119	140	TWO	Property	3126
440	119	ONE	Property	3127
120	709	TEN	Property	3128
851	120	NINE	Property	3129
120	926	EIGHT	Property	3130
120	899	SEVEN	Property	3131
120	697	SIX	Property	3132
134	120	FIVE	Property	3133
509	120	FOUR	Property	3134
702	120	THREE	Property	3135
814	120	TWO	Property	3136
850	120	ONE	Property	3137
655	120	TEN	Property	3138
120	134	NINE	Property	3139
120	645	EIGHT	Property	3140
120	466	SEVEN	Property	3141
120	921	SIX	Property	3142
120	177	FIVE	Property	3143
825	120	FOUR	Property	3144
985	120	THREE	Property	3145
120	621	TWO	Property	3146
120	834	ONE	Property	3147
321	120	TEN	Property	3148
120	724	NINE	Property	3149
532	120	EIGHT	Property	3150
120	257	SEVEN	Property	3151
120	907	SIX	Property	3152
120	780	FIVE	Property	3153
402	120	FOUR	Property	3154
120	485	THREE	Property	3155
120	288	TWO	Property	3156
120	835	ONE	Property	3157
120	358	TEN	Property	3158
204	120	NINE	Property	3159
120	709	EIGHT	Property	3160
120	596	SEVEN	Property	3161
521	120	SIX	Property	3162
175	120	FIVE	Property	3163
405	120	FOUR	Property	3164
980	120	THREE	Property	3165
284	120	TWO	Property	3166
417	120	ONE	Property	3167
121	871	EIGHT	Property	3168
912	121	SEVEN	Property	3169
812	121	SIX	Property	3170
121	391	FIVE	Property	3171
701	121	FOUR	Property	3172
788	121	THREE	Property	3173
121	886	TWO	Property	3174
121	151	ONE	Property	3175
926	122	SEVEN	Property	3176
962	122	SIX	Property	3177
122	153	FIVE	Property	3178
122	429	FOUR	Property	3179
649	122	THREE	Property	3180
951	122	TWO	Property	3181
511	122	ONE	Property	3182
122	254	TEN	Property	3183
122	451	NINE	Property	3184
122	550	EIGHT	Property	3185
122	669	SEVEN	Property	3186
122	539	SIX	Property	3187
122	215	FIVE	Property	3188
122	907	FOUR	Property	3189
122	226	THREE	Property	3190
122	632	TWO	Property	3191
303	122	ONE	Property	3192
123	780	FOUR	Property	3193
572	123	THREE	Property	3194
123	711	TWO	Property	3195
123	161	ONE	Property	3196
274	124	NINE	Property	3197
268	124	EIGHT	Property	3198
425	124	SEVEN	Property	3199
751	124	SIX	Property	3200
149	124	FIVE	Property	3201
124	791	FOUR	Property	3202
124	954	THREE	Property	3203
271	124	TWO	Property	3204
124	837	ONE	Property	3205
124	656	TEN	Property	3206
675	124	NINE	Property	3207
289	124	EIGHT	Property	3208
886	124	SEVEN	Property	3209
124	381	SIX	Property	3210
124	978	FIVE	Property	3211
304	124	FOUR	Property	3212
124	416	THREE	Property	3213
469	124	TWO	Property	3214
195	124	ONE	Property	3215
125	170	FOUR	Property	3216
125	731	THREE	Property	3217
125	933	TWO	Property	3218
125	336	ONE	Property	3219
596	125	TEN	Property	3220
125	254	NINE	Property	3221
513	125	EIGHT	Property	3222
760	125	SEVEN	Property	3223
551	125	SIX	Property	3224
125	885	FIVE	Property	3225
125	706	FOUR	Property	3226
125	301	THREE	Property	3227
678	125	TWO	Property	3228
263	125	ONE	Property	3229
125	423	TEN	Property	3230
125	772	NINE	Property	3231
786	125	EIGHT	Property	3232
125	394	SEVEN	Property	3233
697	125	SIX	Property	3234
935	125	FIVE	Property	3235
125	609	FOUR	Property	3236
125	552	THREE	Property	3237
125	323	TWO	Property	3238
467	125	ONE	Property	3239
469	125	TEN	Property	3240
268	125	NINE	Property	3241
125	518	EIGHT	Property	3242
919	125	SEVEN	Property	3243
623	125	SIX	Property	3244
609	125	FIVE	Property	3245
615	125	FOUR	Property	3246
125	998	THREE	Property	3247
125	706	TWO	Property	3248
216	125	ONE	Property	3249
125	319	TEN	Property	3250
125	327	NINE	Property	3251
956	125	EIGHT	Property	3252
125	763	SEVEN	Property	3253
378	125	SIX	Property	3254
125	417	FIVE	Property	3255
741	125	FOUR	Property	3256
746	125	THREE	Property	3257
528	125	TWO	Property	3258
125	751	ONE	Property	3259
126	559	FOUR	Property	3260
126	321	THREE	Property	3261
985	126	TWO	Property	3262
126	657	ONE	Property	3263
126	527	TEN	Property	3264
777	126	NINE	Property	3265
126	966	EIGHT	Property	3266
403	126	SEVEN	Property	3267
979	126	SIX	Property	3268
891	126	FIVE	Property	3269
126	572	FOUR	Property	3270
890	126	THREE	Property	3271
804	126	TWO	Property	3272
379	126	ONE	Property	3273
959	126	TEN	Property	3274
963	126	NINE	Property	3275
378	126	EIGHT	Property	3276
126	488	SEVEN	Property	3277
126	701	SIX	Property	3278
126	421	FIVE	Property	3279
126	422	FOUR	Property	3280
126	262	THREE	Property	3281
126	726	TWO	Property	3282
126	955	ONE	Property	3283
126	511	TEN	Property	3284
126	913	NINE	Property	3285
126	425	EIGHT	Property	3286
712	126	SEVEN	Property	3287
126	819	SIX	Property	3288
393	126	FIVE	Property	3289
126	913	FOUR	Property	3290
126	543	THREE	Property	3291
429	126	TWO	Property	3292
142	126	ONE	Property	3293
729	127	FOUR	Property	3294
239	127	THREE	Property	3295
618	127	TWO	Property	3296
127	300	ONE	Property	3297
127	760	TEN	Property	3298
915	127	NINE	Property	3299
911	127	EIGHT	Property	3300
856	127	SEVEN	Property	3301
618	127	SIX	Property	3302
127	666	FIVE	Property	3303
127	665	FOUR	Property	3304
127	286	THREE	Property	3305
127	190	TWO	Property	3306
867	127	ONE	Property	3307
867	127	TEN	Property	3308
475	127	NINE	Property	3309
194	127	EIGHT	Property	3310
127	524	SEVEN	Property	3311
127	691	SIX	Property	3312
297	127	FIVE	Property	3313
127	519	FOUR	Property	3314
127	914	THREE	Property	3315
127	566	TWO	Property	3316
462	127	ONE	Property	3317
825	127	TEN	Property	3318
730	127	NINE	Property	3319
819	127	EIGHT	Property	3320
683	127	SEVEN	Property	3321
825	127	SIX	Property	3322
127	158	FIVE	Property	3323
279	127	FOUR	Property	3324
612	127	THREE	Property	3325
127	514	TWO	Property	3326
656	127	ONE	Property	3327
559	127	TEN	Property	3328
847	127	NINE	Property	3329
127	916	EIGHT	Property	3330
127	771	SEVEN	Property	3331
127	701	SIX	Property	3332
308	127	FIVE	Property	3333
127	678	FOUR	Property	3334
435	127	THREE	Property	3335
952	127	TWO	Property	3336
670	127	ONE	Property	3337
984	128	SIX	Property	3338
306	128	FIVE	Property	3339
713	128	FOUR	Property	3340
560	128	THREE	Property	3341
128	781	TWO	Property	3342
975	128	ONE	Property	3343
425	128	TEN	Property	3344
128	728	NINE	Property	3345
128	336	EIGHT	Property	3346
128	935	SEVEN	Property	3347
478	128	SIX	Property	3348
128	617	FIVE	Property	3349
128	327	FOUR	Property	3350
128	457	THREE	Property	3351
128	815	TWO	Property	3352
128	657	ONE	Property	3353
129	705	ONE	Property	3354
129	515	TEN	Property	3355
358	129	NINE	Property	3356
129	292	EIGHT	Property	3357
129	409	SEVEN	Property	3358
744	129	SIX	Property	3359
129	772	FIVE	Property	3360
129	363	FOUR	Property	3361
844	129	THREE	Property	3362
129	219	TWO	Property	3363
129	738	ONE	Property	3364
129	523	TEN	Property	3365
129	889	NINE	Property	3366
129	412	EIGHT	Property	3367
129	767	SEVEN	Property	3368
131	129	SIX	Property	3369
667	129	FIVE	Property	3370
129	627	FOUR	Property	3371
129	404	THREE	Property	3372
129	833	TWO	Property	3373
129	345	ONE	Property	3374
130	776	FOUR	Property	3375
776	130	THREE	Property	3376
130	434	TWO	Property	3377
910	130	ONE	Property	3378
879	130	TEN	Property	3379
810	130	NINE	Property	3380
130	161	EIGHT	Property	3381
130	917	SEVEN	Property	3382
957	130	SIX	Property	3383
551	130	FIVE	Property	3384
130	390	FOUR	Property	3385
130	868	THREE	Property	3386
130	315	TWO	Property	3387
130	973	ONE	Property	3388
153	131	FOUR	Property	3389
955	131	THREE	Property	3390
131	471	TWO	Property	3391
935	131	ONE	Property	3392
811	132	THREE	Property	3393
132	822	TWO	Property	3394
530	132	ONE	Property	3395
132	838	TEN	Property	3396
132	532	NINE	Property	3397
328	132	EIGHT	Property	3398
132	648	SEVEN	Property	3399
680	132	SIX	Property	3400
132	228	FIVE	Property	3401
839	132	FOUR	Property	3402
703	132	THREE	Property	3403
298	132	TWO	Property	3404
409	132	ONE	Property	3405
132	934	TEN	Property	3406
132	200	NINE	Property	3407
132	146	EIGHT	Property	3408
132	888	SEVEN	Property	3409
132	276	SIX	Property	3410
659	132	FIVE	Property	3411
132	753	FOUR	Property	3412
528	132	THREE	Property	3413
132	202	TWO	Property	3414
132	831	ONE	Property	3415
132	143	TEN	Property	3416
132	774	NINE	Property	3417
132	448	EIGHT	Property	3418
138	132	SEVEN	Property	3419
379	132	SIX	Property	3420
712	132	FIVE	Property	3421
786	132	FOUR	Property	3422
951	132	THREE	Property	3423
132	558	TWO	Property	3424
316	132	ONE	Property	3425
921	132	TEN	Property	3426
132	258	NINE	Property	3427
264	132	EIGHT	Property	3428
132	216	SEVEN	Property	3429
132	741	SIX	Property	3430
132	432	FIVE	Property	3431
721	132	FOUR	Property	3432
857	132	THREE	Property	3433
193	132	TWO	Property	3434
441	132	ONE	Property	3435
133	150	EIGHT	Property	3436
544	133	SEVEN	Property	3437
133	836	SIX	Property	3438
272	133	FIVE	Property	3439
133	808	FOUR	Property	3440
892	133	THREE	Property	3441
133	253	TWO	Property	3442
705	133	ONE	Property	3443
133	592	TEN	Property	3444
133	674	NINE	Property	3445
321	133	EIGHT	Property	3446
587	133	SEVEN	Property	3447
140	133	SIX	Property	3448
133	553	FIVE	Property	3449
133	264	FOUR	Property	3450
888	133	THREE	Property	3451
133	969	TWO	Property	3452
133	636	ONE	Property	3453
133	775	TEN	Property	3454
831	133	NINE	Property	3455
133	146	EIGHT	Property	3456
617	133	SEVEN	Property	3457
133	841	SIX	Property	3458
133	661	FIVE	Property	3459
133	575	FOUR	Property	3460
133	786	THREE	Property	3461
620	133	TWO	Property	3462
133	627	ONE	Property	3463
133	548	TEN	Property	3464
887	133	NINE	Property	3465
133	598	EIGHT	Property	3466
133	842	SEVEN	Property	3467
158	133	SIX	Property	3468
133	761	FIVE	Property	3469
133	637	FOUR	Property	3470
133	254	THREE	Property	3471
685	133	TWO	Property	3472
133	496	ONE	Property	3473
774	133	TEN	Property	3474
133	596	NINE	Property	3475
598	133	EIGHT	Property	3476
133	782	SEVEN	Property	3477
133	409	SIX	Property	3478
133	614	FIVE	Property	3479
333	133	FOUR	Property	3480
773	133	THREE	Property	3481
133	496	TWO	Property	3482
133	602	ONE	Property	3483
134	723	TWO	Property	3484
612	134	ONE	Property	3485
134	715	TEN	Property	3486
793	134	NINE	Property	3487
389	134	EIGHT	Property	3488
764	134	SEVEN	Property	3489
996	134	SIX	Property	3490
134	768	FIVE	Property	3491
134	570	FOUR	Property	3492
134	200	THREE	Property	3493
837	134	TWO	Property	3494
716	134	ONE	Property	3495
134	653	TEN	Property	3496
705	134	NINE	Property	3497
871	134	EIGHT	Property	3498
720	134	SEVEN	Property	3499
749	134	SIX	Property	3500
763	134	FIVE	Property	3501
665	134	FOUR	Property	3502
233	134	THREE	Property	3503
134	771	TWO	Property	3504
292	134	ONE	Property	3505
712	134	TEN	Property	3506
237	134	NINE	Property	3507
628	134	EIGHT	Property	3508
134	534	SEVEN	Property	3509
445	134	SIX	Property	3510
864	134	FIVE	Property	3511
134	938	FOUR	Property	3512
134	185	THREE	Property	3513
134	588	TWO	Property	3514
134	823	ONE	Property	3515
437	135	ONE	Property	3516
263	135	TEN	Property	3517
135	897	NINE	Property	3518
135	944	EIGHT	Property	3519
135	681	SEVEN	Property	3520
950	135	SIX	Property	3521
621	135	FIVE	Property	3522
135	697	FOUR	Property	3523
135	851	THREE	Property	3524
135	408	TWO	Property	3525
973	135	ONE	Property	3526
283	135	TEN	Property	3527
135	200	NINE	Property	3528
300	135	EIGHT	Property	3529
501	135	SEVEN	Property	3530
135	755	SIX	Property	3531
135	402	FIVE	Property	3532
135	406	FOUR	Property	3533
135	815	THREE	Property	3534
325	135	TWO	Property	3535
135	593	ONE	Property	3536
136	980	SIX	Property	3537
639	136	FIVE	Property	3538
136	977	FOUR	Property	3539
492	136	THREE	Property	3540
531	136	TWO	Property	3541
136	746	ONE	Property	3542
160	136	TEN	Property	3543
574	136	NINE	Property	3544
976	136	EIGHT	Property	3545
136	208	SEVEN	Property	3546
760	136	SIX	Property	3547
451	136	FIVE	Property	3548
244	136	FOUR	Property	3549
726	136	THREE	Property	3550
177	136	TWO	Property	3551
136	631	ONE	Property	3552
532	136	TEN	Property	3553
415	136	NINE	Property	3554
136	458	EIGHT	Property	3555
589	136	SEVEN	Property	3556
136	237	SIX	Property	3557
136	291	FIVE	Property	3558
136	784	FOUR	Property	3559
951	136	THREE	Property	3560
872	136	TWO	Property	3561
695	136	ONE	Property	3562
136	151	TEN	Property	3563
925	136	NINE	Property	3564
789	136	EIGHT	Property	3565
970	136	SEVEN	Property	3566
477	136	SIX	Property	3567
225	136	FIVE	Property	3568
753	136	FOUR	Property	3569
195	136	THREE	Property	3570
779	136	TWO	Property	3571
163	136	ONE	Property	3572
136	354	TEN	Property	3573
136	966	NINE	Property	3574
917	136	EIGHT	Property	3575
136	601	SEVEN	Property	3576
695	136	SIX	Property	3577
494	136	FIVE	Property	3578
599	136	FOUR	Property	3579
148	136	THREE	Property	3580
810	136	TWO	Property	3581
209	136	ONE	Property	3582
137	317	FOUR	Property	3583
137	466	THREE	Property	3584
677	137	TWO	Property	3585
137	978	ONE	Property	3586
676	137	TEN	Property	3587
996	137	NINE	Property	3588
713	137	EIGHT	Property	3589
137	156	SEVEN	Property	3590
137	150	SIX	Property	3591
137	287	FIVE	Property	3592
137	909	FOUR	Property	3593
359	137	THREE	Property	3594
278	137	TWO	Property	3595
137	557	ONE	Property	3596
137	678	TEN	Property	3597
137	734	NINE	Property	3598
137	204	EIGHT	Property	3599
137	975	SEVEN	Property	3600
841	137	SIX	Property	3601
137	523	FIVE	Property	3602
628	137	FOUR	Property	3603
772	137	THREE	Property	3604
137	482	TWO	Property	3605
137	455	ONE	Property	3606
137	636	TEN	Property	3607
137	724	NINE	Property	3608
544	137	EIGHT	Property	3609
137	786	SEVEN	Property	3610
137	945	SIX	Property	3611
773	137	FIVE	Property	3612
806	137	FOUR	Property	3613
662	137	THREE	Property	3614
435	137	TWO	Property	3615
558	137	ONE	Property	3616
138	837	SIX	Property	3617
138	955	FIVE	Property	3618
138	950	FOUR	Property	3619
138	294	THREE	Property	3620
445	138	TWO	Property	3621
841	138	ONE	Property	3622
138	755	TEN	Property	3623
167	138	NINE	Property	3624
216	138	EIGHT	Property	3625
955	138	SEVEN	Property	3626
986	138	SIX	Property	3627
716	138	FIVE	Property	3628
138	313	FOUR	Property	3629
879	138	THREE	Property	3630
138	712	TWO	Property	3631
138	541	ONE	Property	3632
138	304	TEN	Property	3633
138	783	NINE	Property	3634
551	138	EIGHT	Property	3635
138	341	SEVEN	Property	3636
546	138	SIX	Property	3637
138	929	FIVE	Property	3638
685	138	FOUR	Property	3639
343	138	THREE	Property	3640
369	138	TWO	Property	3641
814	138	ONE	Property	3642
556	139	SIX	Property	3643
622	139	FIVE	Property	3644
664	139	FOUR	Property	3645
139	622	THREE	Property	3646
139	344	TWO	Property	3647
913	139	ONE	Property	3648
139	999	TEN	Property	3649
139	605	NINE	Property	3650
763	139	EIGHT	Property	3651
139	363	SEVEN	Property	3652
140	139	SIX	Property	3653
936	139	FIVE	Property	3654
139	547	FOUR	Property	3655
503	139	THREE	Property	3656
139	175	TWO	Property	3657
139	908	ONE	Property	3658
139	477	TEN	Property	3659
735	139	NINE	Property	3660
222	139	EIGHT	Property	3661
858	139	SEVEN	Property	3662
436	139	SIX	Property	3663
423	139	FIVE	Property	3664
139	293	FOUR	Property	3665
139	506	THREE	Property	3666
775	139	TWO	Property	3667
139	238	ONE	Property	3668
139	605	TEN	Property	3669
139	170	NINE	Property	3670
139	808	EIGHT	Property	3671
707	139	SEVEN	Property	3672
139	927	SIX	Property	3673
139	420	FIVE	Property	3674
194	139	FOUR	Property	3675
139	869	THREE	Property	3676
589	139	TWO	Property	3677
150	139	ONE	Property	3678
139	823	TEN	Property	3679
139	870	NINE	Property	3680
966	139	EIGHT	Property	3681
139	857	SEVEN	Property	3682
139	268	SIX	Property	3683
345	139	FIVE	Property	3684
607	139	FOUR	Property	3685
139	394	THREE	Property	3686
557	139	TWO	Property	3687
932	139	ONE	Property	3688
140	618	NINE	Property	3689
863	140	EIGHT	Property	3690
140	997	SEVEN	Property	3691
331	140	SIX	Property	3692
140	152	FIVE	Property	3693
753	140	FOUR	Property	3694
140	679	THREE	Property	3695
140	526	TWO	Property	3696
369	140	ONE	Property	3697
937	140	TEN	Property	3698
140	495	NINE	Property	3699
140	153	EIGHT	Property	3700
140	431	SEVEN	Property	3701
140	904	SIX	Property	3702
385	140	FIVE	Property	3703
140	331	FOUR	Property	3704
363	140	THREE	Property	3705
140	693	TWO	Property	3706
519	140	ONE	Property	3707
914	140	TEN	Property	3708
720	140	NINE	Property	3709
406	140	EIGHT	Property	3710
140	938	SEVEN	Property	3711
968	140	SIX	Property	3712
659	140	FIVE	Property	3713
434	140	FOUR	Property	3714
786	140	THREE	Property	3715
814	140	TWO	Property	3716
140	542	ONE	Property	3717
993	140	TEN	Property	3718
280	140	NINE	Property	3719
140	640	EIGHT	Property	3720
278	140	SEVEN	Property	3721
594	140	SIX	Property	3722
382	140	FIVE	Property	3723
654	140	FOUR	Property	3724
140	799	THREE	Property	3725
573	140	TWO	Property	3726
140	887	ONE	Property	3727
141	991	SEVEN	Property	3728
967	141	SIX	Property	3729
745	141	FIVE	Property	3730
738	141	FOUR	Property	3731
141	901	THREE	Property	3732
141	570	TWO	Property	3733
141	445	ONE	Property	3734
141	812	TEN	Property	3735
141	926	NINE	Property	3736
309	141	EIGHT	Property	3737
250	141	SEVEN	Property	3738
877	141	SIX	Property	3739
141	374	FIVE	Property	3740
472	141	FOUR	Property	3741
870	141	THREE	Property	3742
141	250	TWO	Property	3743
913	141	ONE	Property	3744
313	141	TEN	Property	3745
141	863	NINE	Property	3746
141	541	EIGHT	Property	3747
141	795	SEVEN	Property	3748
141	290	SIX	Property	3749
141	660	FIVE	Property	3750
958	141	FOUR	Property	3751
488	141	THREE	Property	3752
280	141	TWO	Property	3753
363	141	ONE	Property	3754
355	141	TEN	Property	3755
141	295	NINE	Property	3756
141	174	EIGHT	Property	3757
199	141	SEVEN	Property	3758
141	841	SIX	Property	3759
312	141	FIVE	Property	3760
141	773	FOUR	Property	3761
647	141	THREE	Property	3762
954	141	TWO	Property	3763
141	511	ONE	Property	3764
754	141	TEN	Property	3765
231	141	NINE	Property	3766
721	141	EIGHT	Property	3767
141	456	SEVEN	Property	3768
895	141	SIX	Property	3769
141	699	FIVE	Property	3770
141	867	FOUR	Property	3771
141	964	THREE	Property	3772
141	595	TWO	Property	3773
141	356	ONE	Property	3774
737	142	NINE	Property	3775
870	142	EIGHT	Property	3776
142	472	SEVEN	Property	3777
909	142	SIX	Property	3778
142	744	FIVE	Property	3779
627	142	FOUR	Property	3780
880	142	THREE	Property	3781
142	978	TWO	Property	3782
142	824	ONE	Property	3783
225	142	TEN	Property	3784
142	376	NINE	Property	3785
142	739	EIGHT	Property	3786
142	643	SEVEN	Property	3787
142	485	SIX	Property	3788
840	142	FIVE	Property	3789
164	142	FOUR	Property	3790
171	142	THREE	Property	3791
628	142	TWO	Property	3792
142	435	ONE	Property	3793
843	143	ONE	Property	3794
143	412	TEN	Property	3795
143	732	NINE	Property	3796
785	143	EIGHT	Property	3797
143	429	SEVEN	Property	3798
143	992	SIX	Property	3799
193	143	FIVE	Property	3800
571	143	FOUR	Property	3801
143	177	THREE	Property	3802
151	143	TWO	Property	3803
370	143	ONE	Property	3804
143	740	TEN	Property	3805
159	143	NINE	Property	3806
143	963	EIGHT	Property	3807
143	616	SEVEN	Property	3808
595	143	SIX	Property	3809
143	526	FIVE	Property	3810
757	143	FOUR	Property	3811
143	186	THREE	Property	3812
143	883	TWO	Property	3813
143	170	ONE	Property	3814
615	143	TEN	Property	3815
143	614	NINE	Property	3816
143	949	EIGHT	Property	3817
143	306	SEVEN	Property	3818
143	366	SIX	Property	3819
143	859	FIVE	Property	3820
143	485	FOUR	Property	3821
566	143	THREE	Property	3822
143	830	TWO	Property	3823
734	143	ONE	Property	3824
936	143	TEN	Property	3825
288	143	NINE	Property	3826
364	143	EIGHT	Property	3827
911	143	SEVEN	Property	3828
395	143	SIX	Property	3829
412	143	FIVE	Property	3830
143	819	FOUR	Property	3831
143	267	THREE	Property	3832
596	143	TWO	Property	3833
748	143	ONE	Property	3834
579	144	SIX	Property	3835
166	144	FIVE	Property	3836
144	255	FOUR	Property	3837
376	144	THREE	Property	3838
144	272	TWO	Property	3839
813	144	ONE	Property	3840
930	144	TEN	Property	3841
144	502	NINE	Property	3842
144	819	EIGHT	Property	3843
229	144	SEVEN	Property	3844
906	144	SIX	Property	3845
144	234	FIVE	Property	3846
690	144	FOUR	Property	3847
144	832	THREE	Property	3848
144	782	TWO	Property	3849
980	144	ONE	Property	3850
980	145	TWO	Property	3851
145	417	ONE	Property	3852
145	353	TEN	Property	3853
145	568	NINE	Property	3854
915	145	EIGHT	Property	3855
145	463	SEVEN	Property	3856
145	507	SIX	Property	3857
637	145	FIVE	Property	3858
145	303	FOUR	Property	3859
145	872	THREE	Property	3860
145	367	TWO	Property	3861
536	145	ONE	Property	3862
145	613	TEN	Property	3863
145	734	NINE	Property	3864
835	145	EIGHT	Property	3865
966	145	SEVEN	Property	3866
247	145	SIX	Property	3867
145	657	FIVE	Property	3868
145	648	FOUR	Property	3869
756	145	THREE	Property	3870
778	145	TWO	Property	3871
949	145	ONE	Property	3872
767	146	SIX	Property	3873
477	146	FIVE	Property	3874
146	267	FOUR	Property	3875
183	146	THREE	Property	3876
376	146	TWO	Property	3877
146	425	ONE	Property	3878
556	147	EIGHT	Property	3879
147	228	SEVEN	Property	3880
481	147	SIX	Property	3881
147	614	FIVE	Property	3882
920	147	FOUR	Property	3883
147	784	THREE	Property	3884
676	147	TWO	Property	3885
147	408	ONE	Property	3886
147	723	TEN	Property	3887
147	941	NINE	Property	3888
147	307	EIGHT	Property	3889
321	147	SEVEN	Property	3890
147	594	SIX	Property	3891
924	147	FIVE	Property	3892
926	147	FOUR	Property	3893
410	147	THREE	Property	3894
979	147	TWO	Property	3895
147	246	ONE	Property	3896
147	339	TEN	Property	3897
147	993	NINE	Property	3898
147	913	EIGHT	Property	3899
286	147	SEVEN	Property	3900
373	147	SIX	Property	3901
147	965	FIVE	Property	3902
499	147	FOUR	Property	3903
197	147	THREE	Property	3904
147	686	TWO	Property	3905
147	451	ONE	Property	3906
147	302	TEN	Property	3907
513	147	NINE	Property	3908
147	378	EIGHT	Property	3909
147	299	SEVEN	Property	3910
242	147	SIX	Property	3911
824	147	FIVE	Property	3912
147	602	FOUR	Property	3913
347	147	THREE	Property	3914
319	147	TWO	Property	3915
147	972	ONE	Property	3916
880	147	TEN	Property	3917
147	296	NINE	Property	3918
147	301	EIGHT	Property	3919
661	147	SEVEN	Property	3920
365	147	SIX	Property	3921
678	147	FIVE	Property	3922
147	690	FOUR	Property	3923
147	477	THREE	Property	3924
147	569	TWO	Property	3925
222	147	ONE	Property	3926
148	299	SEVEN	Property	3927
967	148	SIX	Property	3928
148	618	FIVE	Property	3929
148	984	FOUR	Property	3930
148	967	THREE	Property	3931
148	681	TWO	Property	3932
646	148	ONE	Property	3933
884	148	TEN	Property	3934
148	402	NINE	Property	3935
148	200	EIGHT	Property	3936
148	625	SEVEN	Property	3937
324	148	SIX	Property	3938
148	504	FIVE	Property	3939
148	910	FOUR	Property	3940
148	154	THREE	Property	3941
148	474	TWO	Property	3942
148	159	ONE	Property	3943
956	148	TEN	Property	3944
148	817	NINE	Property	3945
609	148	EIGHT	Property	3946
407	148	SEVEN	Property	3947
148	719	SIX	Property	3948
231	148	FIVE	Property	3949
595	148	FOUR	Property	3950
298	148	THREE	Property	3951
157	148	TWO	Property	3952
148	969	ONE	Property	3953
950	149	TEN	Property	3954
561	149	NINE	Property	3955
149	609	EIGHT	Property	3956
149	570	SEVEN	Property	3957
796	149	SIX	Property	3958
611	149	FIVE	Property	3959
623	149	FOUR	Property	3960
849	149	THREE	Property	3961
149	753	TWO	Property	3962
149	335	ONE	Property	3963
149	855	TEN	Property	3964
149	268	NINE	Property	3965
382	149	EIGHT	Property	3966
516	149	SEVEN	Property	3967
149	244	SIX	Property	3968
627	149	FIVE	Property	3969
149	324	FOUR	Property	3970
149	200	THREE	Property	3971
555	149	TWO	Property	3972
149	752	ONE	Property	3973
991	150	TEN	Property	3974
150	786	NINE	Property	3975
295	150	EIGHT	Property	3976
150	313	SEVEN	Property	3977
150	564	SIX	Property	3978
150	708	FIVE	Property	3979
150	707	FOUR	Property	3980
150	982	THREE	Property	3981
527	150	TWO	Property	3982
150	816	ONE	Property	3983
150	888	TEN	Property	3984
150	683	NINE	Property	3985
150	216	EIGHT	Property	3986
150	950	SEVEN	Property	3987
150	865	SIX	Property	3988
756	150	FIVE	Property	3989
214	150	FOUR	Property	3990
150	758	THREE	Property	3991
310	150	TWO	Property	3992
150	470	ONE	Property	3993
151	212	TWO	Property	3994
151	661	ONE	Property	3995
151	163	TEN	Property	3996
700	151	NINE	Property	3997
151	201	EIGHT	Property	3998
151	373	SEVEN	Property	3999
151	235	SIX	Property	4000
619	151	FIVE	Property	4001
151	420	FOUR	Property	4002
900	151	THREE	Property	4003
335	151	TWO	Property	4004
445	151	ONE	Property	4005
695	151	TEN	Property	4006
872	151	NINE	Property	4007
151	672	EIGHT	Property	4008
317	151	SEVEN	Property	4009
210	151	SIX	Property	4010
775	151	FIVE	Property	4011
151	267	FOUR	Property	4012
306	151	THREE	Property	4013
462	151	TWO	Property	4014
151	324	ONE	Property	4015
874	152	ONE	Property	4016
687	153	NINE	Property	4017
153	650	EIGHT	Property	4018
546	153	SEVEN	Property	4019
181	153	SIX	Property	4020
744	153	FIVE	Property	4021
505	153	FOUR	Property	4022
859	153	THREE	Property	4023
736	153	TWO	Property	4024
153	383	ONE	Property	4025
869	153	TEN	Property	4026
291	153	NINE	Property	4027
153	179	EIGHT	Property	4028
727	153	SEVEN	Property	4029
853	153	SIX	Property	4030
153	263	FIVE	Property	4031
153	298	FOUR	Property	4032
394	153	THREE	Property	4033
471	153	TWO	Property	4034
188	153	ONE	Property	4035
153	885	TEN	Property	4036
271	153	NINE	Property	4037
275	153	EIGHT	Property	4038
463	153	SEVEN	Property	4039
153	480	SIX	Property	4040
562	153	FIVE	Property	4041
153	546	FOUR	Property	4042
153	883	THREE	Property	4043
153	359	TWO	Property	4044
859	153	ONE	Property	4045
415	154	FOUR	Property	4046
154	645	THREE	Property	4047
154	206	TWO	Property	4048
497	154	ONE	Property	4049
704	154	TEN	Property	4050
484	154	NINE	Property	4051
482	154	EIGHT	Property	4052
241	154	SEVEN	Property	4053
302	154	SIX	Property	4054
224	154	FIVE	Property	4055
431	154	FOUR	Property	4056
154	877	THREE	Property	4057
833	154	TWO	Property	4058
154	336	ONE	Property	4059
993	154	TEN	Property	4060
154	938	NINE	Property	4061
318	154	EIGHT	Property	4062
441	154	SEVEN	Property	4063
731	154	SIX	Property	4064
154	652	FIVE	Property	4065
337	154	FOUR	Property	4066
564	154	THREE	Property	4067
940	154	TWO	Property	4068
154	368	ONE	Property	4069
585	154	TEN	Property	4070
602	154	NINE	Property	4071
154	883	EIGHT	Property	4072
154	540	SEVEN	Property	4073
154	877	SIX	Property	4074
423	154	FIVE	Property	4075
275	154	FOUR	Property	4076
572	154	THREE	Property	4077
216	154	TWO	Property	4078
154	234	ONE	Property	4079
154	853	TEN	Property	4080
154	261	NINE	Property	4081
819	154	EIGHT	Property	4082
724	154	SEVEN	Property	4083
374	154	SIX	Property	4084
